Counter,Date/time,Latitude,Longitude,Mag_x,Mag_y,Mag_z,Label1,Label2
361,2022-04-21 07:15:02.837935,-37.894135894208866,-97.5567114675399,8.920302391052246,-10.528226852416992,-22.471031188964844,dark,other
362,2022-04-21 07:15:18.930251,-37.245159550296144,-96.60338164682906,9.103201866149902,-10.390286445617676,-21.751401901245117,dark,other
363,2022-04-21 07:15:35.046263,-36.58731500907518,-95.66725426439884,9.333337783813477,-10.40914249420166,-21.208322525024414,dark,other
364,2022-04-21 07:15:51.170212,-35.920072778819225,-94.74667853740821,9.398584365844727,-10.370033264160156,-20.953758239746094,dark,other
365,2022-04-21 07:16:07.285572,-35.24439896943101,-93.84212618935081,9.471816062927246,-10.331175804138184,-20.6309757232666,dark,other
366,2022-04-21 07:16:23.411581,-34.56130934935853,-92.95403780268308,9.595088005065918,-10.132923126220703,-20.404338836669922,dark,other
367,2022-04-21 07:16:39.531182,-33.870302823601875,-92.08087573815972,9.607939720153809,-9.971400260925293,-19.965986251831055,dark,other
368,2022-04-21 07:16:55.643237,-33.17239689973055,-91.22307211643701,9.65953254699707,-9.799988746643066,-19.392681121826172,dark,other
369,2022-04-21 07:17:11.755046,-32.46794357633878,-90.38019282190868,9.561609268188477,-9.648881912231445,-18.982282638549805,dark,other
370,2022-04-21 07:17:27.886565,-31.756909989277933,-89.55137214456502,9.803364753723145,-9.712475776672363,-18.401357650756836,dark,other
371,2022-04-21 07:17:43.973016,-31.038670940714955,-88.73513432471368,9.791008949279785,-9.667285919189453,-17.83428955078125,dark,other
372,2022-04-21 07:18:00.065067,-30.31638483966059,-87.93426102189495,9.87610912322998,-9.963932991027832,-17.43931770324707,dark,other
373,2022-04-21 07:18:16.178179,-29.5880486254043,-87.14572427760457,9.916604042053223,-9.99488353729248,-16.756473541259766,dark,other
374,2022-04-21 07:18:32.297782,-28.853190992752154,-86.36834821183854,10.081700325012207,-9.991004943847656,-16.223220825195312,dark,other
375,2022-04-21 07:18:48.417662,-28.112696378649243,-85.60242292862306,10.086650848388672,-9.842996597290039,-15.612177848815918,dark,other
376,2022-04-21 07:19:04.511750,-27.367432114087507,-84.84817349075556,10.010528564453125,-9.726709365844727,-15.080047607421875,dark,other
377,2022-04-21 07:19:20.630647,-26.617759167059045,-84.10528886583636,10.073596000671387,-9.868008613586426,-14.440496444702148,dark,other
378,2022-04-21 07:19:36.748984,-25.86260932576768,-83.37209029594804,10.112298965454102,-9.936372756958008,-14.146918296813965,dark,other
379,2022-04-21 07:19:52.866105,-25.10300133981288,-82.64897868818204,10.146849632263184,-9.750157356262207,-13.671567916870117,dark,other
380,2022-04-21 07:20:08.969092,-24.339172266032882,-81.935584078337,10.198735237121582,-9.704485893249512,-13.225944519042969,dark,other
381,2022-04-21 07:20:25.075063,-23.571930451724008,-81.23206695732382,10.14401912689209,-9.851484298706055,-12.876041412353516,dark,other
382,2022-04-21 07:20:41.166025,-22.8006440452682,-80.53727659167023,10.034807205200195,-9.929020881652832,-12.365330696105957,dark,other
383,2022-04-21 07:20:57.270421,-22.026357382829378,-79.8515991135848,10.043540000915527,-9.992419242858887,-11.891979217529297,dark,other
384,2022-04-21 07:21:13.392586,-21.247876587175213,-79.17344952126669,10.062662124633789,-10.093374252319336,-11.538736343383789,dark,other
385,2022-04-21 07:21:29.513073,-20.465289270936264,-78.50242108206756,10.160080909729004,-10.243383407592773,-11.303690910339355,dark,other
386,2022-04-21 07:21:45.629470,-19.679307882288022,-77.83864343062767,10.195520401000977,-10.188915252685547,-10.965804100036621,dark,other
387,2022-04-21 07:22:01.754094,-18.890591515100933,-77.18218393212408,10.05034065246582,-10.245668411254883,-10.516327857971191,dark,other
388,2022-04-21 07:22:17.866782,-18.098557394789268,-76.53208493238685,10.124978065490723,-10.434155464172363,-9.938278198242188,dark,other
389,2022-04-21 07:22:33.987434,-17.304692717379314,-75.88909692316545,10.21105670928955,-10.574150085449219,-9.448586463928223,dark,other
390,2022-04-21 07:22:50.080528,-16.5071648658949,-75.25128671129136,10.349319458007812,-10.87372875213623,-9.025809288024902,dark,other
391,2022-04-21 07:23:06.192328,-15.708903681066658,-74.62054823519257,10.299920082092285,-10.929959297180176,-8.77811050415039,dark,other
392,2022-04-21 07:23:22.311483,-14.90733129174978,-73.99440456808318,10.328550338745117,-10.928751945495605,-8.627689361572266,dark,other
393,2022-04-21 07:23:38.429749,-14.103238749178258,-73.37307096791967,10.290546417236328,-11.043461799621582,-8.374592781066895,dark,other
394,2022-04-21 07:23:54.546712,-13.29713536810869,-72.75653265799757,10.361343383789062,-11.129975318908691,-8.05040454864502,dark,other
395,2022-04-21 07:24:10.644590,-12.489166996078438,-72.14449624742385,10.353950500488281,-11.208486557006836,-7.561338424682617,dark,other
396,2022-04-21 07:24:26.770621,-11.680612270275851,-71.53752149100872,10.465953826904297,-11.279601097106934,-7.381303310394287,dark,other
397,2022-04-21 07:24:42.878644,-10.86850261455685,-70.93299780996819,10.446139335632324,-11.625109672546387,-7.064953804016113,dark,other
398,2022-04-21 07:24:59.005131,-10.055967604060983,-70.33288009310154,10.444894790649414,-11.675342559814453,-6.482476711273193,dark,other
399,2022-04-21 07:25:15.093310,-9.241089734419031,-69.73537380875815,10.485764503479004,-11.874463081359863,-5.965895175933838,dark,other
400,2022-04-21 07:25:31.178299,-8.42685624239551,-69.14229164894317,10.445904731750488,-11.922805786132812,-5.585312366485596,dark,other
401,2022-04-21 07:25:47.270395,-7.611594143905949,-68.55203602456291,10.44192123413086,-12.01801872253418,-4.841309547424316,dark,other
402,2022-04-21 07:26:03.349918,-6.794911866373831,-67.96396564671284,10.424799919128418,-12.156285285949707,-4.585468769073486,dark,other
403,2022-04-21 07:26:19.459617,-5.977659731335185,-67.37833783094183,10.50692367553711,-12.260991096496582,-4.237432479858398,dark,other
404,2022-04-21 07:26:35.562603,-5.158535361990312,-66.7938707991044,10.45814323425293,-12.45059585571289,-3.944967746734619,dark,other
405,2022-04-21 07:26:51.673570,-4.338915224452884,-66.21120148092088,10.655506134033203,-12.65589714050293,-3.5933897495269775,dark,other
406,2022-04-21 07:27:07.778715,-3.517997445237907,-65.62941482326812,10.807848930358887,-12.820273399353027,-3.084970712661743,dark,other
407,2022-04-21 07:27:23.876017,-2.6970037747385893,-65.04903313464065,10.932068824768066,-12.84089183807373,-2.8570163249969482,dark,other
408,2022-04-21 07:27:39.998059,-1.8760180111476172,-64.46977123184844,10.943120002746582,-12.94614315032959,-2.5980734825134277,dark,other
409,2022-04-21 07:27:56.113987,-1.0534785692116382,-63.890187462671214,11.144699096679688,-13.237160682678223,-2.3225667476654053,dark,other
410,2022-04-21 07:28:12.235583,-0.23108859941731824,-63.311142424725794,11.137930870056152,-13.389248847961426,-1.9028483629226685,dark,other
411,2022-04-21 07:28:28.359783,0.591675021591334,-62.73192713577434,11.87607479095459,-13.558391571044922,-1.4822512865066528,dark,other
412,2022-04-21 07:28:44.477430,1.414518316168147,-62.152407871048766,11.767292022705078,-13.711142539978027,-0.8967205286026001,dark,other
413,2022-04-21 07:29:00.583927,2.2368628947834335,-61.57265110104206,11.502802848815918,-13.793042182922363,-0.3326112926006317,dark,other
414,2022-04-21 07:29:16.690634,3.0583966396958533,-60.992536515483266,11.434484481811523,-13.822113037109375,-0.01858058199286461,dark,other
415,2022-04-21 07:29:32.810852,3.8795621292715237,-60.41141014157833,11.436171531677246,-13.953252792358398,0.3789852559566498,dark,other
416,2022-04-21 07:29:48.928024,4.700928952339873,-59.82852271735894,11.456899642944336,-14.184344291687012,0.9538896083831787,dark,other
417,2022-04-21 07:30:05.019516,5.521542136067085,-59.24420350088585,11.405184745788574,-14.400389671325684,1.1590031385421753,dark,other
418,2022-04-21 07:30:21.125129,6.339703068751376,-58.65932062100638,11.384413719177246,-14.546497344970703,1.3209502696990967,dark,other
419,2022-04-21 07:30:37.190827,7.158365084685862,-58.071412898400126,11.464764595031738,-14.516373634338379,1.7781130075454712,dark,other
420,2022-04-21 07:30:53.296680,7.9741237462327526,-57.482574420103475,12.167557716369629,-14.595504760742188,2.049074649810791,dark,other
421,2022-04-21 07:31:09.421744,8.790350138545131,-56.8900157005934,12.07186508178711,-14.628458976745605,2.5023739337921143,dark,other
422,2022-04-21 07:31:25.541291,9.607018111899059,-56.29337149175648,12.08762264251709,-14.697839736938477,2.5394890308380127,dark,other
423,2022-04-21 07:31:41.655565,10.421773541308056,-55.69398474913419,12.00214958190918,-14.884288787841797,2.94502329826355,dark,other
424,2022-04-21 07:31:57.783581,11.234846858047366,-55.09131737410781,11.981937408447266,-15.03580093383789,3.228792190551758,dark,other
425,2022-04-21 07:32:13.902508,12.047076596397837,-54.48436249315326,12.079447746276855,-15.023499488830566,3.4531891345977783,dark,other
426,2022-04-21 07:32:29.998662,12.857181458951251,-53.87368731941121,11.977703094482422,-15.091503143310547,4.069267749786377,dark,other
427,2022-04-21 07:32:46.093932,13.664366030620487,-53.25951299781333,12.021021842956543,-15.020915031433105,4.440331935882568,dark,other
428,2022-04-21 07:33:02.082817,14.46939895827236,-52.640868205565155,11.832618713378906,-15.010537147521973,4.828332901000977,dark,other
429,2022-04-21 07:33:18.194587,15.267283449536945,-52.02124974710491,11.832917213439941,-15.055479049682617,5.161777973175049,dark,other
430,2022-04-21 07:33:34.308559,16.069047097872318,-51.39166610478379,11.818221092224121,-15.129412651062012,5.425020217895508,dark,other
431,2022-04-21 07:33:50.430184,16.868858140106095,-50.756185322356295,11.975001335144043,-15.118914604187012,6.026377201080322,dark,other
432,2022-04-21 07:34:06.525297,17.666361000994353,-50.11464355868443,12.078400611877441,-15.274331092834473,6.501226902008057,dark,other
433,2022-04-21 07:34:22.649065,18.459949781929353,-49.467901425479084,12.151073455810547,-15.24029541015625,7.087366580963135,light,other
434,2022-04-21 07:34:38.824804,19.252177296150723,-48.81341654033646,12.164287567138672,-15.318819046020508,7.424223899841309,light,other
435,2022-04-21 07:34:55.004310,20.044005958331905,-48.14985218005133,12.14963436126709,-15.437965393066406,7.833130836486816,light,other
436,2022-04-21 07:35:11.147288,20.832918565121812,-47.4787794684793,12.218099594116211,-15.542366027832031,8.346577644348145,light,other
437,2022-04-21 07:35:27.305436,21.616783738637004,-46.801540262324515,12.19411849975586,-15.672996520996094,8.750977516174316,light,other
438,2022-04-21 07:35:43.456376,22.39795145160957,-46.11560983560113,12.199567794799805,-15.516291618347168,9.031461715698242,light,other
439,2022-04-21 07:35:59.631039,23.17515400085572,-45.421563765928376,12.325514793395996,-15.355854988098145,9.51069450378418,light,other
440,2022-04-21 07:36:15.767147,23.949710607626407,-44.71765967808438,12.335797309875488,-15.426727294921875,9.927703857421875,light,other
441,2022-04-21 07:36:31.918426,24.718452579778727,-44.00623305606265,12.392007827758789,-15.299684524536133,10.454546928405762,light,other
442,2022-04-21 07:36:48.060175,25.4837436587292,-43.284546726061116,12.468053817749023,-15.165350914001465,10.909152030944824,light,other
443,2022-04-21 07:37:04.156416,26.244207305012477,-42.553297546201804,12.56435775756836,-15.172423362731934,11.099954605102539,light,other
444,2022-04-21 07:37:20.264400,26.99801166250587,-41.81370911616193,12.614139556884766,-14.986067771911621,11.71109390258789,light,other
445,2022-04-21 07:37:36.364951,27.747593738101475,-41.062808356119994,12.611080169677734,-15.02055835723877,12.260965347290039,light,other
446,2022-04-21 07:37:52.432370,28.491856446036753,-40.3010412522238,12.668764114379883,-14.918030738830566,12.960530281066895,light,other
447,2022-04-21 07:38:08.547672,29.2294082512828,-39.52922832146383,12.610695838928223,-14.923130989074707,13.407515525817871,light,other
448,2022-04-21 07:38:24.646107,29.96372211889333,-38.74302281757232,12.610517501831055,-14.863560676574707,13.733990669250488,light,other
449,2022-04-21 07:38:40.742334,30.691598796107677,-37.945087155896736,12.653844833374023,-14.846806526184082,14.137784957885742,light,other
450,2022-04-21 07:38:56.838899,31.413452641370196,-37.13426635145707,12.776815414428711,-14.747659683227539,14.492344856262207,light,other
451,2022-04-21 07:39:12.980907,32.12914730783704,-36.30995945245751,12.851530075073242,-14.776257514953613,14.81694221496582,dark,other
452,2022-04-21 07:39:29.132475,32.84039449206415,-35.4693205635784,12.77873420715332,-14.459556579589844,15.143596649169922,dark,other
453,2022-04-21 07:39:45.295742,33.54526934584109,-34.61370047326586,12.773114204406738,-14.369572639465332,15.514907836914062,dark,other
454,2022-04-21 07:40:01.460014,34.24359665737788,-33.74242458533326,12.682921409606934,-14.289194107055664,15.828442573547363,light,sea
455,2022-04-21 07:40:17.651844,34.9345942629665,-32.85556903774563,12.599188804626465,-14.202064514160156,16.344789505004883,light,sea
456,2022-04-21 07:40:33.850685,35.61905292397417,-31.951151209559086,12.4785737991333,-14.131380081176758,16.97157096862793,light,sea
457,2022-04-21 07:40:50.048640,36.29576436773512,-31.029751492094082,12.274704933166504,-14.048563957214355,17.28436851501465,light,sea
458,2022-04-21 07:41:06.251654,36.964045403338645,-30.091322461171572,11.994946479797363,-14.01468563079834,17.644886016845703,light,other
459,2022-04-21 07:41:22.442785,37.6237265367187,-29.135103586411837,11.8851957321167,-13.869166374206543,17.98984718322754,light,other
460,2022-04-21 07:41:38.642993,38.273862019667426,-28.161466197770935,11.82139778137207,-13.849331855773926,18.38538932800293,light,other
461,2022-04-21 07:41:54.829392,38.9149095690895,-27.168677219097393,11.85689926147461,-13.876603126525879,18.844131469726562,light,other
462,2022-04-21 07:42:11.061932,39.54570043998443,-26.157466986441257,11.705020904541016,-13.563037872314453,19.031972885131836,light,other
463,2022-04-21 07:42:27.286913,40.16787219413936,-25.123987619236722,11.634233474731445,-13.608987808227539,19.68415641784668,light,other
464,2022-04-21 07:42:43.491551,40.77904100532604,-24.07093031730378,11.478958129882812,-13.559263229370117,20.267362594604492,light,other
465,2022-04-21 07:42:59.711596,41.37832679782984,-22.99873410163702,11.386337280273438,-13.314085006713867,20.65452003479004,light,other
466,2022-04-21 07:43:15.929031,41.966624524350394,-21.904608423193626,11.230515480041504,-13.253995895385742,21.13714599609375,light,other
467,2022-04-21 07:43:32.120471,42.54280680686224,-20.789362951627457,11.067060470581055,-13.152562141418457,21.41086196899414,light,other
468,2022-04-21 07:43:48.339092,43.10560714642065,-19.654306893167107,10.776966094970703,-12.913924217224121,21.60365104675293,light,other
469,2022-04-21 07:44:04.550248,43.656429535056624,-18.495310838259208,10.698348045349121,-12.679591178894043,21.939865112304688,light,other
470,2022-04-21 07:44:20.798015,44.19504455182233,-17.31123471577331,10.724259376525879,-12.609902381896973,22.2034969329834,light,other
471,2022-04-21 07:44:36.976287,44.71792574989009,-16.108566641542705,10.449934959411621,-12.51350212097168,22.61296272277832,light,other
472,2022-04-21 07:44:53.179330,45.22564994076849,-14.885014859535255,10.17447566986084,-12.343099594116211,22.875003814697266,light,other
473,2022-04-21 07:45:09.394548,45.71923559071328,-13.636738532479859,10.101142883300781,-12.305286407470703,23.03909683227539,light,other
474,2022-04-21 07:45:25.594149,46.19773301750907,-12.364526604493351,9.879071235656738,-12.16797161102295,23.329689025878906,light,other
475,2022-04-21 07:45:41.810244,46.65979823318848,-11.07055082953259,9.720985412597656,-12.187079429626465,23.697263717651367,light,other
476,2022-04-21 07:45:58.017003,47.10580943589343,-9.752310242621213,9.642085075378418,-12.006173133850098,24.249731063842773,light,other
477,2022-04-21 07:46:14.227895,47.534517381884406,-8.41200260205034,9.359054565429688,-12.007826805114746,24.472394943237305,light,other
478,2022-04-21 07:46:30.413279,47.945756927677984,-7.048722136326211,9.374075889587402,-12.049127578735352,24.652141571044922,light,other
479,2022-04-21 07:46:46.598075,48.33827905579989,-5.665307674800472,9.222691535949707,-11.968706130981445,24.755281448364258,light,other
480,2022-04-21 07:47:02.721508,48.71202152548377,-4.260790022077741,9.160365104675293,-11.909187316894531,24.943099975585938,light,other
481,2022-04-21 07:47:18.884779,49.06546901491736,-2.839970060739775,8.7978515625,-11.76559829711914,25.29313087463379,light,other
482,2022-04-21 07:47:35.056169,49.40056809202197,-1.3935887050410667,8.653388977050781,-11.701959609985352,25.67737579345703,light,other
483,2022-04-21 07:47:51.244371,49.71552653778551,0.0725719271496116,8.49077320098877,-11.500762939453125,26.028636932373047,light,other
484,2022-04-21 07:48:07.443846,50.01022513096415,1.5595467124052076,8.188043594360352,-11.465965270996094,26.317886352539062,light,other
485,2022-04-21 07:48:23.678312,50.284044516855054,3.0659710220879193,7.995966911315918,-11.320528984069824,26.486886978149414,light,other
486,2022-04-21 07:48:39.907984,50.53684797507521,4.593104382802863,7.859880447387695,-11.075695991516113,26.75465965270996,light,other
487,2022-04-21 07:48:56.175574,50.767533679471946,6.136128955917192,7.607821464538574,-10.920713424682617,27.152009963989258,light,other
488,2022-04-21 07:49:12.372207,50.97624293239789,7.697909413173804,7.259815216064453,-10.88821792602539,26.87040901184082,light,other
489,2022-04-21 07:49:28.569964,51.161283238959584,9.266615598802911,7.06203556060791,-10.884066581726074,26.752748489379883,light,other
490,2022-04-21 07:49:44.748380,51.3232959530381,10.847725785773767,6.782609939575195,-10.77017593383789,27.266876220703125,light,other
491,2022-04-21 07:50:00.935442,51.46182104205462,12.437706690549822,6.669883728027344,-10.623122215270996,27.392641067504883,light,other
492,2022-04-21 07:50:17.105966,51.57686691339257,14.037718073218151,6.413841724395752,-10.498034477233887,27.604440689086914,light,other
493,2022-04-21 07:50:33.263377,51.668058177923086,15.643614427544954,6.204651832580566,-10.43465518951416,27.8406925201416,light,other
494,2022-04-21 07:50:49.457141,51.735309194822136,17.254023587631142,5.960003852844238,-10.484365463256836,28.089786529541016,light,other
495,2022-04-21 07:51:05.641995,51.778646954445335,18.87213133852598,5.80084753036499,-10.496829986572266,28.332887649536133,light,other
496,2022-04-21 07:51:21.818267,51.79780763119014,20.491658438780124,5.64947509765625,-10.412801742553711,28.53483772277832,light,other
497,2022-04-21 07:51:37.974423,51.79279479081112,22.11082752329848,5.480946063995361,-10.369970321655273,28.76622200012207,light,other
498,2022-04-21 07:51:54.128283,51.76369844283803,23.726237676666933,5.201427936553955,-10.316146850585938,28.90050506591797,light,other
499,2022-04-21 07:52:10.291722,51.71059227253847,25.338416904383344,4.942119121551514,-10.32905101776123,28.909399032592773,light,other
500,2022-04-21 07:52:26.467676,51.63346558801658,26.947768546020843,4.742729187011719,-10.243621826171875,28.80230140686035,light,other
501,2022-04-21 07:52:42.642161,51.53251703554918,28.550546705033202,4.464637279510498,-10.33763313293457,29.129663467407227,light,other
502,2022-04-21 07:52:58.824739,51.40783372885675,30.146280441349422,4.144878387451172,-10.368582725524902,29.284433364868164,light,other
503,2022-04-21 07:53:15.033352,51.25971259391741,31.73216417747871,4.025829792022705,-10.320488929748535,29.417814254760742,light,other
504,2022-04-21 07:53:31.226052,51.08813330124223,33.30914788868832,3.7980988025665283,-10.316879272460938,29.504955291748047,light,other
505,2022-04-21 07:53:47.431409,50.89382947105281,34.87165970316763,3.575731039047241,-10.404730796813965,29.62682342529297,light,other
506,2022-04-21 07:54:03.638130,50.67680792267642,36.42109790244187,3.205181121826172,-10.4625244140625,29.781553268432617,light,other
507,2022-04-21 07:54:19.863288,50.43757343544412,37.955041398853304,2.92936635017395,-10.492058753967285,30.184215545654297,light,other
508,2022-04-21 07:54:36.082760,50.17628964274883,39.47362489976334,2.5263562202453613,-10.668412208557129,30.29768180847168,light,sea
509,2022-04-21 07:54:52.289775,49.89359484344954,40.974364410952646,2.365020275115967,-10.840930938720703,30.420074462890625,light,sea
510,2022-04-21 07:55:08.517298,49.59025931597997,42.45480069009567,2.0836262702941895,-10.874622344970703,30.33109474182129,light,other
511,2022-04-21 07:55:24.764027,49.26607415401529,43.917358877573385,1.8474831581115723,-10.889918327331543,30.276399612426758,light,sea
512,2022-04-21 07:55:40.982561,48.92148779285231,45.36107756519649,1.616988182067871,-10.946914672851562,30.37773895263672,light,other
513,2022-04-21 07:55:57.175008,48.55808120622192,46.78091756575233,1.3172959089279175,-11.070433616638184,30.495086669921875,light,sea
514,2022-04-21 07:56:13.346607,48.17662251883644,48.175948588779846,0.9961668848991394,-11.123672485351562,30.56028175354004,light,sea
515,2022-04-21 07:56:29.533196,47.77666259088602,49.54952764563185,0.5996633768081665,-11.146477699279785,30.81851577758789,light,sea
516,2022-04-21 07:56:45.707287,47.35890003249558,50.900667728521164,0.2549488842487335,-11.319880485534668,30.910890579223633,light,other
517,2022-04-21 07:57:01.875391,46.92424042081701,52.22800365617858,0.03938056528568268,-11.323074340820312,31.001195907592773,light,other
518,2022-04-21 07:57:18.035239,46.47292065564572,53.532372545288844,-0.3903217613697052,-11.481668472290039,31.10274314880371,light,other
519,2022-04-21 07:57:34.218491,46.00571133709913,54.81306325833862,-0.8660090565681458,-11.474587440490723,31.12210464477539,light,other
520,2022-04-21 07:57:50.390377,45.52216140374869,56.07265697524024,-1.3430730104446411,-11.645057678222656,31.214990615844727,light,other
521,2022-04-21 07:58:06.559235,45.023794069291206,57.30852475731339,-1.652421474456787,-11.692387580871582,31.20462989807129,light,other
522,2022-04-21 07:58:22.755259,44.510883723245556,58.521454171954446,-1.9965170621871948,-11.90490436553955,31.33867073059082,light,other
523,2022-04-21 07:58:38.933426,43.982957090239125,59.71380837221589,-2.3285844326019287,-11.954087257385254,31.386377334594727,light,other
524,2022-04-21 07:58:55.131261,43.44197457800251,60.88246448449573,-2.7652053833007812,-11.982831001281738,31.18695831298828,light,other
525,2022-04-21 07:59:11.299490,42.8875405145533,62.02964971508499,-3.1788437366485596,-12.181196212768555,30.939849853515625,light,other
526,2022-04-21 07:59:27.499710,42.32101035300809,63.1538952734047,-3.565906047821045,-12.247642517089844,30.87131118774414,light,other
527,2022-04-21 07:59:43.684280,41.74121442553224,64.2587419475645,-4.054986476898193,-12.373620986938477,30.752870559692383,light,other
528,2022-04-21 07:59:59.872819,41.150356277476256,65.34119581894757,-4.564361572265625,-12.45685863494873,30.7938175201416,light,sea
529,2022-04-21 08:00:16.054656,40.54744738719879,66.40428769829563,-5.084819793701172,-12.6770601272583,30.669208526611328,light,sea
530,2022-04-21 08:00:32.228505,39.93438695416586,67.445858065693,-5.547446250915527,-12.910659790039062,30.39254379272461,light,sea
531,2022-04-21 08:00:48.403774,39.31125707762829,68.46703163540995,-5.877081394195557,-13.213692665100098,30.41473960876465,light,other
532,2022-04-21 08:01:04.593227,38.67752828663627,69.46979015391481,-6.3602142333984375,-13.2361478805542,29.94529914855957,light,other
533,2022-04-21 08:01:20.769676,38.034447752255765,70.45323689225822,-6.855717182159424,-13.375005722045898,29.891733169555664,light,other
534,2022-04-21 08:01:36.949531,37.381937713036685,71.4185704963202,-7.419667720794678,-13.592586517333984,29.52492332458496,light,other
535,2022-04-21 08:01:53.126353,36.720115875936465,72.36661458739493,-8.017522811889648,-13.862979888916016,29.140281677246094,light,other
536,2022-04-21 08:02:09.311456,36.05023817825464,73.29658414551888,-8.463288307189941,-13.903297424316406,28.66598892211914,light,other
537,2022-04-21 08:02:25.481158,35.37182391823889,74.21013616634208,-8.759563446044922,-14.365227699279785,28.25825309753418,light,other
538,2022-04-21 08:02:41.653962,34.686165594364695,75.1064955566412,-9.272785186767578,-14.42319107055664,28.266284942626953,light,other
539,2022-04-21 08:02:57.823660,33.99282721328069,75.98717941247568,-9.71295166015625,-14.546339988708496,27.98983383178711,light,other
540,2022-04-21 08:03:13.994643,33.292372833170866,76.85235978709694,-10.25372314453125,-14.764578819274902,27.558025360107422,light,other
541,2022-04-21 08:03:30.146774,32.584927531884645,77.70274743940956,-10.714838981628418,-15.06393814086914,27.22882843017578,light,other
542,2022-04-21 08:03:46.319626,31.871948589902097,78.5374744572121,-11.177387237548828,-15.202313423156738,26.9542293548584,light,other
